"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-10-31,62080,"11368","NY","New York","Queens","New York",0,363600,0.0147920736812727,0.0216352908120259,0.0424311926605505,0.0656309042552612,0.0448805059027209,"2015-10","2015-Q4",363600,0,"2015-10"
2015-10-31,93144,"79936","TX","El Paso","El Paso","El Paso",1,111500,-0.00268336314847943,-0.00623885918003565,-0.0106477373558119,-0.00873496300808929,0.0112486874010556,"2007-12","2007-Q4",131000,-0.148854961832061,"2006-07"
2015-10-31,84630,"60629","IL","Chicago","Cook","Chicago",2,139700,-0.00427655024946543,0.0014336917562724,0.0386617100371747,0.0152788227884901,-0.0433045367836429,"2006-07","2006-Q3",232900,-0.400171747531129,"2002-06"
2015-10-31,96193,"90650","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Norwalk",3,397400,0.00480404551201011,0.0179303278688525,0.0688542227003765,0.064453494650502,-0.0125945873272226,"2006-08","2006-Q3",490100,-0.189145072434197,"2005-03"
2015-10-31,62037,"11226","NY","New York","Kings","New York",4,569300,0.0189726149991051,0.0509507107254938,0.150333400687007,0.0876037469455131,0.0507240114973329,"2015-10","2015-Q4",569300,0,"2015-10"
2015-10-31,62093,"11385","NY","New York","Queens","New York",5,528300,0.00916905444126074,0.0286214953271028,0.0854735976987877,0.0433976958609694,0.0177194765808844,"2015-10","2015-Q4",528300,0,"2015-10"
2015-10-31,96083,"90201","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Bell",6,357200,0.0042170368287883,0.0139086006244678,0.0681818181818182,0.0750957201746998,-0.0132332990179802,"2007-02","2007-Q1",470600,-0.240968975775606,"2005-03"
2015-10-31,96125,"90280","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","South Gate",7,357400,0.0104608425219112,0.0264215967834578,0.0853325235347707,0.0769538167140913,-0.0142357598320367,"2007-04","2007-Q2",474900,-0.247420509580964,"2005-02"
2015-10-31,61639,"10025","NY","New York","New York","New York",8,1234300,-0.0185273536895674,0.0133825944170772,0.223654208387033,0.108309624735448,0.057844510009504,"2015-08","2015-Q3",1259500,-0.0200079396585947,"2015-08"
2015-10-31,62044,"11234","NY","New York","Kings","New York",9,475600,0.00805426027977957,0.0223559759243336,0.0540780141843972,0.0181468950035761,0.00683094065608958,"2007-11","2007-Q4",509700,-0.0669020992740828,"2006-03"
2015-10-31,84620,"60618","IL","Chicago","Cook","Chicago",10,321500,0.0116425424795469,0.0199873096446701,0.0301185517462352,0.0266376337591743,-0.00221234285339145,"2006-11","2006-Q4",349600,-0.0803775743707094,"2005-05"
2015-10-31,62030,"11219","NY","New York","Kings","New York",11,687900,0.0173025732031943,0.0394378966455122,0.0141530296329058,0.0811446767234541,0.0511281993876369,"2015-01","2015-Q1",694100,-0.00893243048552082,"2014-12"
2015-10-31,62046,"11236","NY","New York","Kings","New York",12,371900,0.0122482308111051,0.0362217887991084,0.0604505275163958,0.00446908650077193,0.00256333239661566,"2007-12","2007-Q4",454000,-0.180837004405286,"2005-12"
2015-10-31,96361,"91331","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",13,383400,0.00498034076015727,0.0172459538339082,0.0812182741116751,0.0886782710543665,-0.0180925629552685,"2006-09","2006-Q3",514100,-0.254230694417429,"2004-12"
2015-10-31,61148,"08701","NJ","New York","Ocean","Lakewood Township",14,279200,0.00685178507032095,0.0264705882352941,0.0595825426944972,0.0365735790599251,-0.0109191429298362,"2006-03","2006-Q1",321000,-0.130218068535826,"2004-11"
2015-10-31,96816,"92335","CA","Riverside","San Bernardino","Fontana",15,269500,0.00223131275567125,0.00823045267489712,0.0673267326732673,0.113835987345048,-0.0255190933384203,"2006-06","2006-Q2",387200,-0.303977272727273,"2004-11"
2015-10-31,62019,"11208","NY","New York","Kings","New York",16,360700,0.00557568999163646,0.0358989086731763,0.104747320061256,0.0329670614817821,0.00817389815579617,"2008-02","2008-Q1",447700,-0.194326557962922,"2006-04"
2015-10-31,91733,"77084","TX","Houston","Harris","Houston",17,146400,0.00342700479780672,0.012448132780083,0.104072398190045,0.0527831611910852,0.0173205092983655,"2015-10","2015-Q4",146400,0,"2015-10"
2015-10-31,62085,"11373","NY","New York","Queens","New York",18,347300,-0.0161473087818697,-0.0371499861380649,-0.0448294829482948,0.0217996144858761,,"2014-11","2014-Q4",365200,-0.0490142387732749,"2014-08"
2015-10-31,95992,"90011","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",19,333100,-0.00388755980861244,0.00969990906335253,0.0932064325566131,0.138688873090855,-0.00603885657878422,"2007-04","2007-Q2",428200,-0.222092480149463,"2005-08"
2015-10-31,84639,"60639","IL","Chicago","Cook","Chicago",20,188100,0.0189599133261105,0.0421052631578947,0.0250681198910082,0.0210424976762058,-0.0391035923058862,"2006-09","2006-Q3",300600,-0.374251497005988,"2002-05"
2015-10-31,62018,"11207","NY","New York","Kings","New York",21,339700,0.00176938956060159,0.0256642512077295,0.0756808106396454,0.0235351271770508,0.00802649968033431,"2007-12","2007-Q4",389400,-0.127632254750899,"2006-03"
2015-10-31,96239,"90805","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Long Beach",22,363300,0.00414593698175788,0.0176470588235294,0.0629022820362785,0.074965807756042,-0.0156099524884785,"2006-08","2006-Q3",465800,-0.220051524259339,"2005-02"
2015-10-31,84693,"60804","IL","Chicago","Cook","Cicero",23,131400,0.0022883295194508,0.0107692307692308,0.0691619202603743,0.0201938522566631,-0.0444300103292803,"2006-11","2006-Q4",221400,-0.40650406504065,"2001-12"
2015-10-31,84646,"60647","IL","Chicago","Cook","Chicago",24,285800,-0.00139762403913347,0.00210378681626928,0.0465031124130355,0.0221076053248956,-0.00306186532477914,"2006-07","2006-Q3",309600,-0.0768733850129199,"2005-08"
2015-10-31,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",25,325000,0.00837728824076947,0.0242672549637567,0.106194690265487,0.132966106885885,-0.0351042010157584,"2005-12","2005-Q4",469800,-0.308216262239251,"2004-01"
2015-10-31,62088,"11377","NY","New York","Queens","New York",26,375300,0.0399002493765586,0.0643788996029495,0.0344542447629548,0.0338200110755649,0.0245409619763721,"2004-04","2004-Q2",424300,-0.115484327127033,
2015-10-31,96817,"92336","CA","Riverside","San Bernardino","Fontana",27,389600,0.00154241645244216,0.00775995861355406,0.0403204272363151,0.0758570757594792,-0.0161735602604024,"2006-06","2006-Q2",499200,-0.219551282051282,"2004-09"
2015-10-31,61796,"10456","NY","New York","Bronx","New York",28,256700,0.0134228187919463,0.0134228187919463,-0.0149654643131236,0.00290793970779935,0.00284896788599753,"2008-07","2008-Q3",305600,-0.160013089005236,"2007-09"
2015-10-31,62025,"11214","NY","New York","Kings","New York",29,544800,0.0132043890645341,0.0410854194534684,0.055609378027514,0.0450838400881255,0.0210386877300324,"2015-10","2015-Q4",544800,0,"2015-10"
2015-10-31,96882,"92503","CA","Riverside","Riverside","Riverside",30,309200,0.00520156046814044,0.023841059602649,0.0665746809244567,0.097483632230964,-0.0234480719060605,"2006-07","2006-Q3",426000,-0.274178403755869,"2004-08"
2015-10-31,96368,"91342","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",31,422300,0.00547619047619048,0.0227658028578348,0.0570713391739675,0.0725008150747384,-0.015519769146463,"2006-08","2006-Q3",535500,-0.211391223155929,"2005-01"
2015-10-31,62015,"11204","NY","New York","Kings","New York",32,732800,0.00687001923605386,0.023463687150838,0.045662100456621,0.0623739180216745,0.0331838644063407,"2015-10","2015-Q4",732800,0,"2015-10"
2015-10-31,62023,"11212","NY","New York","Kings","New York",33,323200,0.000929080210591514,0.00968447360199937,0.037893384714194,0.00111759871723804,0.00604391818725891,"2008-07","2008-Q3",387900,-0.166795565867492,"2006-01"
2015-10-31,84633,"60632","IL","Chicago","Cook","Chicago",34,152400,0.00263157894736842,0.0255720053835801,0.0739957716701903,0.0045226639740874,-0.0383808453469953,"2006-04","2006-Q2",240100,-0.365264473136193,"2002-11"
2015-10-31,97223,"93307","CA","Bakersfield","Kern","Bakersfield",35,137900,0.00730460189919649,0.0184638109305761,0.0706521739130435,0.095495421229471,-0.044632234955861,"2006-07","2006-Q3",238100,-0.420831583368333,"2004-09"
2015-10-31,96107,"90250","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Hawthorne",36,505800,0.00217951258173172,0.0162748643761302,0.083547557840617,0.0671323574903477,-0.00479402735155376,"2006-07","2006-Q3",549900,-0.0801963993453355,"2005-08"
2015-10-31,84625,"60623","IL","Chicago","Cook","Chicago",37,128100,-0.00311284046692607,0.00786782061369001,0.0174741858617951,0.00156863516450434,-0.0358785543257136,"2006-10","2006-Q4",198600,-0.354984894259819,"2002-06"
2015-10-31,96546,"91911","CA","San Diego","San Diego","Chula Vista",38,401400,0.00727728983688833,0.0192991366175724,0.0866269626421224,0.0778668952053478,-0.0186804865369655,"2006-04","2006-Q2",496100,-0.190888933682725,"2004-06"
2015-10-31,90769,"75217","TX","Dallas-Fort Worth","Dallas","Dallas",39,69300,0.0176211453744493,0.0564024390243902,0.14168039538715,0.0762134105949777,-0.0126392698602107,"2006-02","2006-Q1",79300,-0.126103404791929,"2003-06"
2015-10-31,84619,"60617","IL","Chicago","Cook","Chicago",40,104300,0.00578592092574735,0.0106589147286822,-0.0224929709465792,-0.0384662397860468,-0.0351683343266785,"2007-03","2007-Q1",162600,-0.358548585485855,"2001-12"
2015-10-31,96025,"90044","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",41,326900,0.00214592274678112,0.0193327096975366,0.0988235294117647,0.0934833574114118,-0.0108553061260459,"2007-04","2007-Q2",432100,-0.243462161536681,"2005-06"
2015-10-31,96488,"91744","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","La Puente",42,388200,0.00180645161290323,0.00883575883575884,0.055178037510193,0.0774046004530007,-0.00784248999471493,"2006-10","2006-Q4",463600,-0.162640207075065,"2005-06"
2015-10-31,61790,"10314","NY","New York","Richmond","New York",43,412000,0.00316532748965181,0.0110429447852761,0.0596707818930041,0.0152354419923031,0.00119716541516013,"2006-10","2006-Q4",423700,-0.0276138777436866,"2006-01"
2015-10-31,61802,"10462","NY","New York","Bronx","New York",44,108900,-0.000917431192660551,-0.00457038391224863,0.0441035474592522,-0.00753990188210429,,"2010-02","2010-Q1",118700,-0.0825610783487784,
2015-10-31,62039,"11229","NY","New York","Kings","New York",45,546100,0.0116709892552797,0.0360462910263707,0.0608003108003108,0.0292454167037237,0.0102817915877953,"2006-06","2006-Q2",548800,-0.0049198250728863,"2006-06"
2015-10-31,62067,"11355","NY","New York","Queens","New York",46,434300,-0.0314451382694023,-0.0421261579179532,-0.0475877192982456,,,"2015-08","2015-Q3",456900,-0.0494637776318669,"2014-02"
2015-10-31,96846,"92376","CA","Riverside","San Bernardino","Rialto",47,262500,0.00420811017597552,0.0150812064965197,0.0537936571657969,0.11664597110381,-0.023888806351154,"2006-08","2006-Q3",372700,-0.295680171719882,"2004-10"
2015-10-31,62045,"11235","NY","New York","Kings","New York",48,447100,-0.00111706881143878,0.00675523530736321,0.0219428571428571,0.010570929848382,0.0307411381437848,"2015-09","2015-Q3",447600,-0.00111706881143878,"2015-09"
2015-10-31,96465,"91706","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Baldwin Park",49,369600,-0.00269832703723691,0.00571428571428571,0.0344248530646516,0.0713201977996762,-0.00905592369191743,"2006-11","2006-Q4",448000,-0.175,"2005-05"
2015-10-31,96825,"92345","CA","Riverside","San Bernardino","Hesperia",50,189800,0.00476442562202223,0.0193340494092374,0.0735294117647059,0.108306982368965,-0.0408748149916349,"2006-07","2006-Q3",321700,-0.410009325458502,"2004-07"
2015-10-31,96545,"91910","CA","San Diego","San Diego","Chula Vista",51,430900,0.0110276865321445,0.0266857279008816,0.0851170989675145,0.0652071249361603,-0.0223889194097948,"2005-10","2005-Q4",540400,-0.202627683197631,"2004-04"
2015-10-31,97567,"94112","CA","San Francisco","San Francisco","San Francisco",52,836700,-0.000597228858098423,0.0136903319602617,0.145850451930978,0.0914075663971765,0.0195826815731985,"2015-09","2015-Q3",837200,-0.000597228858098423,"2015-09"
2015-10-31,62032,"11221","NY","New York","Kings","New York",53,850900,0.0157574310612391,0.0515323776569451,0.270189580534408,0.182577868728371,0.0764563186669247,"2015-10","2015-Q4",850900,0,"2015-10"
2015-10-31,96990,"92683","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Westminster",54,557400,0.00215749730312837,0.010331702011963,0.0639435006680664,0.0551414978048868,-0.00638961178770014,"2006-06","2006-Q2",636100,-0.123722685112404,"2005-05"
2015-10-31,97189,"93257","CA","Visalia","Tulare","Porterville",55,153900,0.00456919060052219,0.0178571428571429,0.0777310924369748,0.0364110020068842,-0.0234417910658723,"2006-07","2006-Q3",220300,-0.30140717203813,"2005-01"
2015-10-31,62014,"11203","NY","New York","Kings","New York",56,401800,0.00752256770310933,0.0313141683778234,0.059319799630899,0.0181172618078826,0.00934821739375202,"2007-12","2007-Q4",468500,-0.142369263607257,"2006-04"
2015-10-31,96888,"92509","CA","Riverside","Riverside","Rubidoux",57,310200,0.0114118030648843,0.0343447815938646,0.0949523473349806,0.104521003145882,-0.0226078293126161,"2006-06","2006-Q2",423600,-0.267705382436261,"2004-09"
2015-10-31,98930,"96797","HI","Urban Honolulu, HI","Honolulu","Waipahu",58,564200,0.00570409982174688,0.0226572412543049,0.0621234939759036,0.0394318632994395,0.0155975129238681,"2015-10","2015-Q4",564200,0,"2015-10"
2015-10-31,97751,"94544","CA","San Francisco","Alameda","Hayward",59,480300,0.00818639798488665,0.0322372662798195,0.0953249714937286,0.118066330634727,-0.0143517382291205,"2006-08","2006-Q3",575600,-0.165566365531619,"2005-01"
2015-10-31,98325,"95630","CA","Sacramento","Sacramento","Folsom",60,456600,0.00661375661375661,0.0201072386058981,0.054016620498615,0.0471806809523954,-0.0139934657499092,"2005-12","2005-Q4",528800,-0.136535552193646,"2004-11"
2015-10-31,96110,"90255","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Huntington Park",61,344100,-0.00864304235090752,-0.00606585788561525,0.0414648910411622,0.0784284745595776,-0.0144961126809843,"2007-07","2007-Q3",464000,-0.258405172413793,"2005-01"
2015-10-31,97431,"93722","CA","Fresno","Fresno","Fresno",62,200300,0.0045135406218656,0.0183019827147941,0.0547656661400737,0.0530236547173348,-0.0398153648505312,"2006-04","2006-Q2",310800,-0.355534105534106,"2004-04"
2015-10-31,96208,"90706","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Bellflower",63,423900,0.00569395017793594,0.0153293413173653,0.0642731609339694,0.0483867918799084,-0.0157239320073096,"2006-08","2006-Q3",537900,-0.211935303959844,"2005-01"
2015-10-31,84627,"60625","IL","Chicago","Cook","Chicago",64,254000,0.0095389507154213,0.0184442662389735,0.0258481421647819,0.00158228639762314,-0.013777644283856,"2007-10","2007-Q4",307300,-0.173446143833388,"2004-05"
2015-10-31,90654,"75052","TX","Dallas-Fort Worth","Dallas","Grand Prairie",65,158600,0.00316255534471853,0.0186255619781631,0.139367816091954,0.0577164847552807,0.0130600904856202,"2015-10","2015-Q4",158600,0,"2015-10"
2015-10-31,98432,"95823","CA","Sacramento","Sacramento","Sacramento",66,202800,0.00645161290322581,0.0242424242424242,0.103373231773667,0.108808422222379,-0.0452991884219732,"2005-12","2005-Q4",324300,-0.374653098982424,"2003-10"
2015-10-31,97970,"95076","CA","Santa Cruz","Santa Cruz","Watsonville",67,447800,0.00561419267909275,0.020510483135825,0.0718046912398277,0.0869099068132997,-0.0395924217025067,"2006-02","2006-Q1",679800,-0.341276846131215,"2004-01"
2015-10-31,97104,"93033","CA","Ventura","Ventura","Oxnard",68,373000,0.00647598488936859,0.0247252747252747,0.0675443617630223,0.0642548238978617,-0.03051345199553,"2006-05","2006-Q2",552000,-0.324275362318841,"2004-06"
2015-10-31,61809,"10469","NY","New York","Bronx","New York",69,374100,0.00214304848647201,0.00889967637540453,0.0670279520821449,0.00264040749699301,-0.00208756472476712,"2007-06","2007-Q2",441300,-0.152277362338545,"2005-10"
2015-10-31,84629,"60628","IL","Chicago","Cook","Chicago",70,89900,-0.0174863387978142,-0.0456475583864119,-0.0873096446700508,-0.0404237669627895,-0.0362858414846523,"2008-02","2008-Q1",143000,-0.371328671328671,"2001-05"
2015-10-31,100179,"99301","WA","Kennewick","Franklin","Pasco",71,170400,0.00471698113207547,0.0228091236494598,0.0750788643533123,0.0236560978202804,0.0256306116868603,"2015-10","2015-Q4",170400,0,"2015-10"
2015-10-31,84635,"60634","IL","Chicago","Cook","Chicago",72,234800,0.00341880341880342,0.0081580077286389,0.052914798206278,0.0249298665101003,-0.0322837156454753,"2007-02","2007-Q1",342100,-0.313650979245835,"2002-08"
2015-10-31,94940,"85364","AZ","Yuma","Yuma","Yuma",73,116300,0.00692640692640693,0.0210711150131694,0.0859010270774977,0.00190246965597107,-0.0334312136381719,"2006-08","2006-Q3",174700,-0.334287349742416,"2005-01"
2015-10-31,91940,"77449","TX","Houston","Harris","Cypress",74,149800,0.00469483568075117,0.0239234449760766,0.117076808351976,0.0510268095053068,0.0182635080227227,"2015-10","2015-Q4",149800,0,"2015-10"
2015-10-31,72488,"33186","FL","Miami-Fort Lauderdale","Miami-Dade","The Crossings",75,252600,0.00717703349282297,0.0264120276310443,0.0850515463917526,0.0800192440103882,-0.0136784703933235,"2007-03","2007-Q1",329300,-0.232918311569997,"2005-05"
2015-10-31,97202,"93274","CA","Visalia","Tulare","Tulare",76,163100,0.00245851259987707,0.0136730888750777,0.102027027027027,0.063296888463469,-0.0299230873041408,"2006-07","2006-Q3",240100,-0.32069970845481,"2004-10"
2015-10-31,97004,"92704","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Santa Ana",77,450700,0.0112183082791115,0.0368069933287325,0.0957938244590323,0.0821527146314136,-0.0211468256334344,"2007-01","2007-Q1",614700,-0.266796811452741,"2004-09"
2015-10-31,72350,"33012","FL","Miami-Fort Lauderdale","Miami-Dade","Hialeah",78,166500,0.00665054413542926,0.0277777777777778,0.118200134318334,0.0860417694802957,-0.0148649369475077,"2007-09","2007-Q3",244800,-0.319852941176471,"2005-04"
2015-10-31,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",79,270500,0.00482912332838039,0.0215256797583082,0.176598521096129,0.0840313032502859,0.0366127063931558,"2015-10","2015-Q4",270500,0,"2015-10"
2015-10-31,61797,"10457","NY","New York","Bronx","New York",80,332700,0.00787640109057861,0.029075162387875,0.122091062394604,0.0144960718413258,0.0134818632507758,"2007-03","2007-Q1",367800,-0.0954323001631321,"2006-06"
2015-10-31,90780,"75228","TX","Dallas-Fort Worth","Dallas","Dallas",81,123700,0.00897226753670473,0.0447635135135135,0.199806013579049,0.0776755452633611,0.0172051238256303,"2015-10","2015-Q4",123700,0,"2015-10"
2015-10-31,84622,"60620","IL","Chicago","Cook","Chicago",82,117800,0.00683760683760684,0.0306211723534558,-0.00169491525423729,-0.0173907132754011,-0.0230907182286539,"2007-12","2007-Q4",165300,-0.28735632183908,"2003-07"
2015-10-31,96690,"92154","CA","San Diego","San Diego","San Diego",83,381500,0.00500526870389884,0.0159786950732357,0.0743452548577865,0.088031445944218,-0.0208957717858766,"2006-04","2006-Q2",480100,-0.205373880441575,"2004-05"
2015-10-31,84610,"60608","IL","Chicago","Cook","Chicago",84,205500,0.0158180919426594,0.0389282103134479,0.0759162303664921,0.0175275705781406,-0.00715540535612769,"2006-06","2006-Q2",243600,-0.1564039408867,"2005-02"
2015-10-31,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",85,185300,0.0037919826652221,0.010911074740862,0.0552391799544419,0.0442904808321731,-0.000107869057332399,"2007-09","2007-Q3",196600,-0.0574771108850458,"2005-10"
2015-10-31,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",86,201800,0.00748876684972541,0.0354027706516162,0.122358175750834,0.0980821138753925,-0.0237758899702341,"2006-06","2006-Q2",282900,-0.28667373630258,"2005-01"
2015-10-31,96113,"90262","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Lynwood",87,329100,0.00427220018309429,0.0132389162561576,0.0908186940669539,0.0659814843306752,-0.0190756877804682,"2007-04","2007-Q2",467100,-0.295439948619139,"2005-01"
2015-10-31,93203,"80013","CO","Denver","Arapahoe","Aurora",88,259100,0.0129007036747459,0.0418174507438681,0.183645500228415,0.0937898349478115,0.0246504826454517,"2015-10","2015-Q4",259100,0,"2015-10"
2015-10-31,97764,"94558","CA","Napa","Napa","Napa",89,527600,0.0105343803868991,0.0326874143668037,0.07915729187973,0.0671060847875316,-0.0149549305634842,"2005-09","2005-Q3",613700,-0.140296561838032,"2004-09"
2015-10-31,97565,"94110","CA","San Francisco","San Francisco","San Francisco",90,1258200,-0.00119075970469159,0.0134514699959726,0.144234267006184,0.12397534242433,0.0472962808777793,"2015-09","2015-Q3",1259700,-0.00119075970469159,"2015-09"
2015-10-31,97792,"94587","CA","San Francisco","Alameda","Union City",91,693700,0.00843145806076465,0.0378515858767205,0.146990740740741,0.100323656953623,0.00694699165401191,"2015-10","2015-Q4",693700,0,"2015-10"
2015-10-31,97328,"93550","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Palmdale",92,194000,0.00466079751424133,0.0157068062827225,0.0837988826815642,0.085199943592388,-0.0456358705526869,"2006-08","2006-Q3",338600,-0.427052569403426,"2004-04"
2015-10-31,96911,"92553","CA","Riverside","Riverside","Moreno Valley",93,237300,0.00550847457627119,0.0219638242894057,0.0786363636363636,0.128596105605167,-0.0306619229686449,"2006-07","2006-Q3",362400,-0.345198675496689,"2004-08"
2015-10-31,97167,"93230","CA","Hanford","Kings","Hanford",94,169300,0.00296208530805687,0.00954084675014908,0.0561447286338116,0.00910344347344161,-0.0301338573381248,"2006-06","2006-Q2",245500,-0.310386965376782,"2004-09"
2015-10-31,97023,"92804","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Anaheim",95,473700,0.00509229789942712,0.0169600686990125,0.0712347354138399,0.0635548007637987,-0.0169824887010014,"2006-08","2006-Q3",594400,-0.203061911170929,"2004-10"
2015-10-31,60594,"07087","NJ","New York","Hudson","Union City",96,310100,0.00388475234703788,0.0204014478446858,0.083508036338225,0.0226108099956583,-0.0122845666523085,"2007-05","2007-Q2",407000,-0.238083538083538,"2005-03"
2015-10-31,96364,"91335","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",97,441700,0.0061503416856492,0.0200923787528868,0.0559407124073631,0.066318584320417,-0.0143523895800152,"2006-06","2006-Q2",543700,-0.187603457789222,"2005-02"
2015-10-31,87074,"66062","KS","Kansas City","Johnson","Olathe",98,208900,0.0028804608737398,-0.000478468899521531,0.0502765208647562,0.0168034505290173,0.0118963906274048,"2015-07","2015-Q3",209000,-0.000478468899521531,"2015-07"
2015-10-31,96003,"90022","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","East Los Angeles",99,352500,0.00370159453302961,0.0117680826636051,0.0588765395013518,0.0695982387155372,-0.0105649168026991,"2007-04","2007-Q2",453300,-0.222369291859696,"2005-05"
2015-10-31,96468,"91710","CA","Riverside","San Bernardino","Chino",100,418800,0,-0.00119246362985929,0.0292455148685181,0.0673668369570186,-0.0114255858366326,"2006-05","2006-Q2",507600,-0.174940898345154,"2005-01"
2015-10-31,96667,"92126","CA","San Diego","San Diego","San Diego",101,494400,0.00406173842404549,0.0129071911493546,0.077358901721508,0.0591667184771028,-0.00243471440562781,"2005-10","2005-Q4",506600,-0.0240821160679037,"2005-02"
2015-10-31,61806,"10466","NY","New York","Bronx","New York",102,354400,-0.00253307064452575,-0.00728291316526611,0.06076025142173,0.0125346541664626,-0.00148331200073959,"2007-04","2007-Q2",427100,-0.170217747600094,"2005-10"
2015-10-31,60565,"07055","NJ","New York","Passaic","Passaic",103,292200,0.00412371134020619,0.0181184668989547,0.058695652173913,0.034432632401284,-0.0197480605686813,"2007-06","2007-Q2",396000,-0.262121212121212,"2004-12"
2015-10-31,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",104,208000,0.0126582278481013,0.0332836562344759,0.0822060353798127,0.101456463363199,-0.0170779925437697,"2006-04","2006-Q2",262900,-0.208824648155192,"2005-06"
2015-10-31,95806,"89110","NV","Las Vegas","Clark","Las Vegas",105,140700,0.0136887608069164,0.0437685459940653,0.122905027932961,0.127256947698659,-0.0458196597376672,"2006-09","2006-Q3",252800,-0.443433544303797,"2003-11"
2015-10-31,74126,"37042","TN","Clarksville","Montgomery","Clarksville",106,120000,-0.00166389351081531,-0.00579950289975145,0.00586756077116513,0.0117354416583857,0.022992230654451,"2015-06","2015-Q2",121100,-0.00908340214698596,"2015-03"
2015-10-31,93123,"79912","TX","El Paso","El Paso","El Paso",107,168000,-0.00237529691211401,-0.011183048852266,0.00418410041841004,-0.0321309579122051,0.00756757504724059,"2010-11","2010-Q4",198100,-0.151943462897526,"2006-05"
2015-10-31,67182,"22193","VA","Washington","Prince William","Woodbridge",108,276000,0.00290697674418605,0.010989010989011,0.0391566265060241,0.0512212331611377,-0.0339093751860705,"2006-02","2006-Q1",396300,-0.303557910673732,"2004-07"
2015-10-31,97318,"93535","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Lancaster",109,181600,0.007210205213533,0.0259887005649718,0.0619883040935673,0.071457564019884,-0.0460900828486866,"2006-08","2006-Q3",314400,-0.422391857506361,"2004-04"
2015-10-31,84541,"60505","IL","Chicago","Kane","Aurora",110,105400,0.00572519083969466,0.00764818355640535,0.00764818355640535,-0.00958525634462282,-0.033309960679871,"2007-03","2007-Q1",155300,-0.321313586606568,"2001-05"
2015-10-31,84340,"60085","IL","Chicago","Lake","Waukegan",111,89400,-0.0044543429844098,-0.00666666666666667,0.0090293453724605,-0.0388698429547795,-0.0517544124771434,"2006-09","2006-Q3",156300,-0.428023032629559,
2015-10-31,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",112,159300,0,0.00125707102451289,0.0459619172685489,0.0277860198106024,0.00623494942845348,"2007-10","2007-Q4",160800,-0.00932835820895522,"2007-05"
2015-10-31,96647,"92105","CA","San Diego","San Diego","San Diego",113,342500,0.00794585050029429,0.0175282234105764,0.0848907190370605,0.0930630415143778,-0.0159149134726618,"2006-05","2006-Q2",403600,-0.151387512388503,"2004-06"
2015-10-31,97003,"92703","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Santa Ana",114,414600,0.00606648871633099,0.0247157686604053,0.0743715988598082,0.0820554009619723,-0.0274040641445907,"2007-01","2007-Q1",588700,-0.295736368269067,"2004-08"
2015-10-31,90764,"75211","TX","Dallas-Fort Worth","Dallas","Dallas",115,99100,0.00916496945010183,0.0509013785790032,0.139080459770115,0.0550690655246027,0.00790086537009849,"2015-10","2015-Q4",99100,0,"2015-10"
2015-10-31,65787,"19120","PA","Philadelphia","Philadelphia","Philadelphia",116,81800,0.00738916256157635,0.025062656641604,0.069281045751634,-0.00996403727553041,0.00185247598314531,"2007-09","2007-Q3",94600,-0.135306553911205,"2005-12"
2015-10-31,66843,"21234","MD","Baltimore","Baltimore","Parkville",117,192500,0,0.00260416666666667,0.00051975051975052,-0.000932450855538502,-0.00514978413357492,"2007-07","2007-Q3",225400,-0.145962732919255,"2005-07"
