"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-10-31,93219,"80031","CO","Denver","Adams","Westminster",1742,271100,0.00930752047654505,0.0276724791508719,0.162521440823328,0.0791894896652898,0.0241726258936679,"2015-10","2015-Q4",271100,0,"2015-10"
2015-10-31,76753,"43560","OH","Toledo","Lucas","Sylvania",1743,174800,-0.00171330668189606,0.00171919770773639,0.0156885531667635,0.0205442958905788,-0.00565528451776098,"2006-03","2006-Q1",186400,-0.0622317596566524,"2003-05"
2015-10-31,77502,"45211","OH","Cincinnati","Hamilton","Cincinnati",1744,87600,0.00689655172413793,0.0186046511627907,0.0330188679245283,-0.00583260972594968,-0.0238356928965082,"2007-01","2007-Q1",113000,-0.224778761061947,"1999-07"
2015-10-31,72237,"32811","FL","Orlando","Orange","Orlando",1745,77300,0.0104575163398693,0.0265604249667995,0.072122052704577,0.104159255822962,-0.0516001496391574,"2006-11","2006-Q4",161500,-0.521362229102167,"2003-06"
2015-10-31,69885,"28358","NC","Lumberton","Robeson","Lumberton",1746,77400,-0.010230179028133,-0.0190114068441065,0.201863354037267,0.0117742449727201,0.00573220797344276,"2007-05","2007-Q2",81800,-0.0537897310513447,"2006-06"
2015-10-31,97422,"93711","CA","Fresno","Fresno","Fresno",1747,300600,0.000332778702163062,0.00400801603206413,0.0462930734423947,0.0309561515581074,-0.0328942429687038,"2006-04","2006-Q2",432700,-0.305292350358216,"2004-01"
2015-10-31,98447,"95838","CA","Sacramento","Sacramento","Sacramento",1748,174500,0.00345025876940771,0.0115942028985507,0.115728900255754,0.101121732070322,-0.0504723715116551,"2006-01","2006-Q1",296500,-0.411467116357504,"2003-09"
2015-10-31,62089,"11378","NY","New York","Queens","New York",1749,588000,0.00684931506849315,0.0210105921166869,0.085672082717873,0.0505082349877999,0.0219369029699534,"2015-10","2015-Q4",588000,0,"2015-10"
2015-10-31,74317,"37343","TN","Chattanooga","Hamilton","Chattanooga",1750,157500,0.00382409177820268,0.014819587628866,0.0355029585798817,0.0169565532605895,0.0118479409178089,"2015-10","2015-Q4",157500,0,"2015-10"
2015-10-31,85172,"61820","IL","Champaign-Urbana","Champaign","Champaign",1751,110100,-0.000907441016333938,-0.00361990950226244,-0.00989208633093525,-0.00323806045547737,0.00192763716885347,"2009-05","2009-Q2",113200,-0.0273851590106007,"2008-10"
2015-10-31,58949,"02864","RI","Providence","Providence","Cumberland",1752,237800,0.0072003388394748,0.0153714773697694,0,-0.00283526913021637,-0.0295555474178774,"2005-11","2005-Q4",321400,-0.260112009956441,"2003-03"
2015-10-31,98927,"96793","HI","Kahului","Maui","Wailuku",1753,471400,-0.00548523206751055,-0.00211685012701101,0.0380973353886809,0.0494631004784132,-0.0105038290129464,"2006-10","2006-Q4",574200,-0.179031696273076,"2004-12"
2015-10-31,97996,"95128","CA","San Jose","Santa Clara","San Jose",1754,843900,0.00764179104477612,0.0320410908646203,0.138098449089683,0.0993694220709054,0.0253510057132866,"2015-10","2015-Q4",843900,0,"2015-10"
2015-10-31,66600,"20747","MD","Washington","Prince Georges","District Heights",1755,191500,0.00577731092436975,0.00789473684210526,0.0224239188467699,0.0291163509080123,-0.0200111891750054,"2007-06","2007-Q2",284400,-0.326652601969058,"2005-01"
2015-10-31,97989,"95121","CA","San Jose","Santa Clara","San Jose",1756,673400,0.00417536534446764,0.0195306585919758,0.109025032938076,0.102611606825707,0.00365111385786632,"2015-10","2015-Q4",673400,0,"2015-10"
2015-10-31,99511,"98026","WA","Seattle","Snohomish","Edmonds",1757,400800,0.00678221552373775,0.0263764404609475,0.101098901098901,0.0562884962633989,0.0173986034808657,"2015-10","2015-Q4",400800,0,"2015-10"
2015-10-31,84295,"60030","IL","Chicago","Lake","Grayslake",1758,189600,0,0.00423728813559322,0.00476947535771065,-0.0111172726479639,-0.0256260928203916,"2006-07","2006-Q3",251400,-0.24582338902148,"2001-05"
2015-10-31,71298,"30736","GA","Chattanooga","Catoosa","Ringgold",1759,138300,0.00728332119446468,0.0206642066420664,0.0359550561797753,0.0124550841113193,0.000944877399915001,"2007-07","2007-Q3",140000,-0.0121428571428571,"2006-10"
2015-10-31,99623,"98198","WA","Seattle","King","Des Moines",1760,278100,0.00397111913357401,0.0190545987541224,0.130487804878049,0.0378997591935148,0.00400633595095035,"2007-08","2007-Q3",314000,-0.114331210191083,"2006-02"
2015-10-31,84696,"60901","IL","Kankakee","Kankakee","Kankakee",1761,78600,0.00255102040816327,0.0128865979381443,-0.0199501246882793,-0.0330858418223192,-0.0150818397324073,"2012-08","2012-Q3",106100,-0.259189443920829,"2002-10"
2015-10-31,82093,"55082","MN","Minneapolis-St Paul","Washington","Stillwater",1762,300000,0.0124873439082011,0.0319917440660475,0.0642071656615821,0.026285344197271,-0.00565349288790606,"2007-07","2007-Q3",321300,-0.0662931839402428,"2004-10"
2015-10-31,70791,"30004","GA","Atlanta","Fulton","Milton",1763,361100,0.00781468043538934,0.0238162744542104,0.0642499263188918,0.0511402808930013,0.0171945371904048,"2015-10","2015-Q4",361100,0,"2015-10"
2015-10-31,72485,"33183","FL","Miami-Fort Lauderdale","Miami-Dade","Kendale Lakes",1764,180700,0.00444691495275153,0.0226372382569327,0.094488188976378,0.079967305988617,-0.0180488400962371,"2007-05","2007-Q2",253300,-0.286616660086854,"2005-02"
2015-10-31,99180,"97303","OR","Salem","Marion","Keizer",1765,211000,0.010536398467433,0.0252672497570457,0.106449921342423,0.0329802147611318,0.0169816370045606,"2007-07","2007-Q3",221600,-0.0478339350180505,"2006-11"
2015-10-31,99608,"98168","WA","Seattle","King","Burien",1766,264600,-0.0101010101010101,0.00151400454201363,0.130286202477574,0.0506301815039409,0.00537071515126319,"2007-08","2007-Q3",305100,-0.132743362831858,"2006-03"
2015-10-31,93207,"80017","CO","Denver","Arapahoe","Aurora",1767,221300,0.0142071494042163,0.0463356973995272,0.209289617486339,0.0987393390204927,0.0222422936821933,"2015-10","2015-Q4",221300,0,"2015-10"
2015-10-31,70975,"30236","GA","Atlanta","Clayton","Jonesboro",1768,106300,0.00758293838862559,0.0230991337824832,0.139335476956056,0.039218176618794,-0.0267440911927754,"2006-07","2006-Q3",142300,-0.252986647926915,"1999-02"
2015-10-31,70632,"29651","SC","Greenville","Greenville","Greer",1769,151000,0.00465735196274118,0.0100334448160535,0.0328317373461012,0.0237176402571553,0.0194029604666253,"2015-10","2015-Q4",151000,0,"2015-10"
2015-10-31,79502,"49009","MI","Kalamazoo","Kalamazoo","Oshtemo",1770,194500,0.00361197110423117,0.0109147609147609,0.0669226549643445,0.020538912718459,0.00822662044620981,"2015-10","2015-Q4",194500,0,"2015-10"
2015-10-31,81080,"52722","IA","Davenport","Scott","Bettendorf",1771,184000,0.00491534680502458,0.00987925356750823,0.018262313226342,0.0230313300068015,0.014328185617513,"2015-10","2015-Q4",184000,0,"2015-10"
2015-10-31,74400,"37643","TN","Johnson City","Carter","Elizabethton",1772,96000,-0.00518134715025907,-0.0103092783505155,-0.036144578313253,0.004219559215906,0.0166341235804923,"2014-03","2014-Q1",100600,-0.0457256461232604,"2013-12"
2015-10-31,76573,"43204","OH","Columbus","Franklin","Columbus",1773,82400,0.00121506682867558,0.00856793145654835,0.0470139771283355,-0.00169042261270269,-0.0149547746529415,"2006-04","2006-Q2",96000,-0.141666666666667,"2001-09"
2015-10-31,91902,"77396","TX","Houston","Harris","Atascocita",1774,141500,-0.00281888653981677,0.00497159090909091,0.0793287566742944,0.0461946614968618,0.0133710970130443,"2015-08","2015-Q3",142000,-0.00352112676056338,"2015-08"
2015-10-31,76978,"44070","OH","Cleveland","Cuyahoga","North Olmsted",1775,140400,0,0.0173913043478261,0.0508982035928144,0.0105843689902043,-0.00933168401179785,"2005-02","2005-Q1",155900,-0.099422706863374,"2001-04"
2015-10-31,58749,"02368","MA","Boston","Norfolk","Randolph",1776,268900,0.00335820895522388,0.0174044646235339,0.0756,0.0272298586646649,-0.0195816388133507,"2005-10","2005-Q4",327700,-0.17943240768996,"2003-03"
2015-10-31,73386,"35216","AL","Birmingham","Jefferson","Vestavia Hills",1777,246600,0.0044806517311609,0.0181668042939719,0.0945406125166445,0.0286681209493731,0.0130092618529662,"2015-10","2015-Q4",246600,0,"2015-10"
2015-10-31,93035,"79705","TX","Midland","Midland","Midland",1778,225200,-0.00398053958425475,-0.0114135206321334,0.00535714285714286,0.0533039517186686,0.0611451674241095,"2015-04","2015-Q2",229400,-0.018308631211857,"2014-11"
2015-10-31,76771,"43612","OH","Toledo","Lucas","Toledo",1779,53900,0.0037243947858473,0.0037243947858473,-0.0235507246376812,-0.0276123930480354,-0.0468591983985066,"2004-12","2004-Q4",87200,-0.381880733944954,"1997-01"
2015-10-31,74166,"37087","TN","Nashville","Wilson","Lebanon",1780,189100,0.0112299465240642,0.0260444926749864,0.0787221905305191,0.029142530483387,0.0212763533324132,"2015-10","2015-Q4",189100,0,"2015-10"
2015-10-31,72248,"32824","FL","Orlando","Orange","Meadow Woods",1781,183900,0.00601750547045952,0.0182724252491694,0.0785923753665689,0.0902233528599297,-0.0243041872789735,"2006-06","2006-Q2",271900,-0.323648400147113,"2005-03"
2015-10-31,97586,"94132","CA","San Francisco","San Francisco","San Francisco",1782,925800,-0.00686547951083458,0.00401257998047934,0.0958806818181818,0.0948487877781021,0.0221024377354411,"2015-08","2015-Q3",932600,-0.00729144327686039,"2015-08"
2015-10-31,99829,"98503","WA","Olympia","Thurston","Lacey",1783,217700,0.00647249190938511,0.0144454799627213,0.0624694973157638,0.00819010011817811,0.00101622187356476,"2007-05","2007-Q2",243500,-0.105954825462012,"2005-11"
2015-10-31,61129,"08618","NJ","Trenton","Mercer","Trenton",1784,122700,0.00163265306122449,0.00738916256157635,0.0848806366047745,-0.0208037504982669,-0.0213791464883309,"2007-11","2007-Q4",166000,-0.260843373493976,"2004-05"
2015-10-31,71869,"32216","FL","Jacksonville","Duval","Jacksonville",1785,124200,0.0105777054515867,0.0358632193494579,0.0743944636678201,0.0151584251926007,-0.0219726949551686,"2006-08","2006-Q3",173200,-0.282909930715935,"2004-07"
2015-10-31,62090,"11379","NY","New York","Queens","New York",1786,626500,0.00691096110575378,0.0231912461211824,0.0762755540285174,0.0423331162392753,0.0217122107396375,"2015-10","2015-Q4",626500,0,"2015-10"
2015-10-31,71721,"31909","GA","Columbus","Muscogee","Columbus",1787,132200,-0.00151057401812689,0.00227445034116755,0.0107033639143731,-0.00754189318642218,0.00323378378356698,"2009-06","2009-Q2",138900,-0.0482361411087113,"2008-12"
2015-10-31,67921,"24018","VA","Roanoke","Roanoke City","Roanoke",1788,198700,0.00100755667506297,0.0106815869786368,-0.00550550550550551,0.00931355828107394,0.0106087061606108,"2009-01","2009-Q1",205300,-0.0321480759863614,"2007-01"
2015-10-31,91447,"76522","TX","Killeen","Coryell","Copperas Cove",1789,95800,0.0031413612565445,0.0105485232067511,0.0715883668903803,-0.0179852654286402,,"2010-03","2010-Q1",112000,-0.144642857142857,
2015-10-31,97026,"92807","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Anaheim",1790,651100,0.00107626076260763,0.0144904954814584,0.0477953009333763,0.0534729959805902,-0.00585804759438535,"2006-04","2006-Q2",731500,-0.109911141490089,"2005-06"
2015-10-31,92448,"78414","TX","Corpus Christi","Nueces","Corpus Christi",1791,183100,-0.00380848748639826,0.00383771929824561,0.067016317016317,0.0250427196315672,0.0184550127064069,"2015-09","2015-Q3",183800,-0.00380848748639826,"2015-08"
2015-10-31,73197,"34743","FL","Orlando","Osceola","Yeehaw Junction",1792,153300,0.00988142292490119,0.0323232323232323,0.0773014757554462,0.119965334450634,-0.0248182770398178,"2006-09","2006-Q3",233600,-0.34375,"2005-01"
2015-10-31,99146,"97233","OR","Portland","Multnomah","Portland",1793,212500,0.0119047619047619,0.0421775380088279,0.112565445026178,0.060123353061784,0.0154469198107423,"2007-05","2007-Q2",217600,-0.0234375,"2006-12"
2015-10-31,96133,"90301","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Inglewood",1794,329900,-0.000605877006967586,0.00456760048721072,0.0348180677540778,0.0644591756779667,-0.0236944788552995,"2006-08","2006-Q3",488500,-0.324667349027636,"2004-08"
2015-10-31,60256,"06340","CT","New London","New London","Town of Groton",1795,190800,0,0.000524383848977452,-0.00261369576581286,-0.0225973387988555,-0.0222310942243439,"2006-05","2006-Q2",247600,-0.229402261712439,"2004-02"
2015-10-31,92328,"78232","TX","San Antonio","Bexar","San Antonio",1796,222400,0,0.00770276393294064,0.0682036503362152,0.0256993242218375,0.0323868790196256,"2015-10","2015-Q4",222400,0,"2015-10"
2015-10-31,72585,"33418","FL","Miami-Fort Lauderdale","Palm Beach","Palm Beach Gardens",1797,354900,0,0.00680851063829787,0.0465939250958419,0.0600015392739408,-0.0165602520148126,"2006-06","2006-Q2",445300,-0.203009207275994,"2005-02"
2015-10-31,77033,"44133","OH","Cleveland","Cuyahoga","North Royalton",1798,185800,0.00053850296176629,0.0119825708061002,0.0248207391064534,0.0126282887874827,-0.00543156748006712,"2005-04","2005-Q2",200600,-0.0737786640079761,"2003-04"
2015-10-31,97569,"94115","CA","San Francisco","San Francisco","San Francisco",1799,1423900,0.0108618486440437,0.0365436412608284,0.162557152188112,0.116446320850763,0.0375808935254089,"2015-10","2015-Q4",1423900,0,"2015-10"
2015-10-31,72528,"33309","FL","Miami-Fort Lauderdale","Broward","Oakland Park",1800,150800,0.00533333333333333,0.0272479564032698,0.087238644556597,0.0970515258722981,-0.0415836721801004,"2006-07","2006-Q3",255000,-0.408627450980392,"2004-04"
2015-10-31,97729,"94521","CA","San Francisco","Contra Costa","Concord",1801,535900,0.0078991912732744,0.0229051345676656,0.0782696177062374,0.0765536268684541,-0.0136731309563172,"2006-01","2006-Q1",625400,-0.143108410617205,"2005-01"
2015-10-31,85643,"62704","IL","Springfield","Sangamon","Springfield",1802,118900,0.00848176420695505,0.0241171403962102,-0.00751252086811352,-0.00448076445374168,0.00599629949879832,"2014-02","2014-Q1",123700,-0.0388035569927243,"2013-02"
2015-10-31,64873,"17042","PA","Lebanon","Lebanon","Lebanon",1803,142100,0,0,-0.00350631136044881,-0.00917209480724823,0.00461908204830741,"2007-08","2007-Q3",154600,-0.0808538163001294,"2006-08"
2015-10-31,91693,"77044","TX","Houston","Harris","Houston",1804,175400,0.00804597701149425,0.0197674418604651,0.0941983780411728,0.0719922769238701,0.0191455620773595,"2015-10","2015-Q4",175400,0,"2015-10"
2015-10-31,60455,"06811","CT","Stamford","Fairfield","Danbury",1805,270900,-0.00294442399705558,-0.0003690036900369,-0.00950639853747715,-0.0166338549125123,-0.0330721534943046,"2006-04","2006-Q2",386200,-0.29854997410668,"2002-09"
2015-10-31,98236,"95482","CA","Ukiah","Mendocino","Ukiah",1806,318900,-0.00993480285625582,-0.00993480285625582,0.125264643613267,0.0282757940762191,,"2008-10","2008-Q4",380800,-0.162552521008403,
2015-10-31,58917,"02816","RI","Providence","Kent","Coventry",1807,205300,0.00934119960668633,0.0234297108673978,0.0368686868686869,-0.00135830519985247,-0.0295453566272869,"2005-08","2005-Q3",278100,-0.261776339446242,"2003-05"
2015-10-31,99636,"98223","WA","Seattle","Snohomish","Arlington",1808,295400,0.00271554650373388,0.00956937799043062,0.076530612244898,0.0376999573956138,0.00769577989291159,"2007-05","2007-Q2",330100,-0.105119660708876,"2006-04"
2015-10-31,93251,"80122","CO","Denver","Arapahoe","Centennial",1809,372400,0.00703082747431044,0.0225151015925316,0.142331288343558,0.084355324102648,0.0356693843737044,"2015-10","2015-Q4",372400,0,"2015-10"
2015-10-31,67224,"22306","VA","Washington","Fairfax","Hybla Valley",1810,404300,0.000990344144590245,-0.00074147305981216,-0.0054120541205412,0.0337336011678153,-0.0131667043403119,"2006-04","2006-Q2",473500,-0.146145723336853,"2005-01"
2015-10-31,61181,"08807","NJ","New York","Somerset","Bridgewater",1811,423500,0.00498338870431894,0.00977587029089175,0.000236183278223902,0.00630403133640112,-0.0161530624879282,"2006-01","2006-Q1",507400,-0.165352778872684,"2004-06"
2015-10-31,67042,"21784","MD","Baltimore","Carroll","Sykesville",1812,346800,0.000865800865800866,0.00463499420625724,0.0131463628396144,0.0117651331600053,-0.0126791994179647,"2006-04","2006-Q2",406700,-0.147283009589378,"2005-01"
2015-10-31,78053,"46241","IN","Indianapolis","Marion","Indianapolis",1813,65700,0.0154559505409583,0.0512,0.0579710144927536,0.0065182429085664,-0.0254263962227858,"2007-03","2007-Q1",85800,-0.234265734265734,
2015-10-31,79609,"49203","MI","Jackson","Jackson","Jackson",1814,82200,0.011070110701107,0.0378787878787879,0.0592783505154639,0.0082284842458773,-0.0270184337600736,"2006-04","2006-Q2",111800,-0.264758497316637,"2000-07"
2015-10-31,72430,"33127","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",1815,115000,0.0195035460992908,0.042611060743427,0.219512195121951,0.0681653015213632,-0.0439728819620864,"2007-05","2007-Q2",238200,-0.517212426532326,"2004-01"
2015-10-31,78822,"47905","IN","Lafayette-West Lafayette, IN","Tippecanoe","Lafayette",1816,128500,0.00390625,0.00155884645362432,0.028,0.0074801463787102,-0.00275921706314752,"2008-07","2008-Q3",133300,-0.0360090022505626,"2004-07"
2015-10-31,58518,"01852","MA","Boston","Middlesex","Lowell",1817,230800,-0.00645716745587602,-0.0216193302246715,0.0331244404655327,0.0322811992096328,-0.00976621290257951,"2005-07","2005-Q3",255400,-0.096319498825372,"2004-04"
2015-10-31,60786,"07740","NJ","New York","Monmouth","Long Branch",1818,327500,-0.00817686250757117,-0.00395377128953771,-0.00847714199212837,0.00420520684750869,-0.0191596036490508,"2006-06","2006-Q2",416700,-0.214062874970002,"2004-09"
2015-10-31,79064,"48209","MI","Detroit","Wayne","Detroit",1819,37100,-0.00802139037433155,0.005420054200542,-0.0559796437659033,-0.0202699754051029,-0.0642844118262894,"2005-03","2005-Q1",72600,-0.488980716253444,
2015-10-31,60985,"08096","NJ","Philadelphia","Gloucester","Deptford Township",1820,166500,0.00482800241400121,0.0177261613691932,-0.00774731823599523,-0.0122679743015358,-0.0163801704338438,"2006-10","2006-Q4",215000,-0.225581395348837,"2004-11"
2015-10-31,65813,"19146","PA","Philadelphia","Philadelphia","Philadelphia",1821,224300,0.00178651183564091,0.031738730450782,0.118703241895262,0.0890746252461076,,"2015-10","2015-Q4",224300,0,"2015-10"
2015-10-31,99494,"98006","WA","Seattle","King","Bellevue",1822,722900,-0.000691180536356096,0.00794757389849414,0.0936459909228442,0.067697191363812,0.0322098163829754,"2015-09","2015-Q3",723400,-0.000691180536356096,"2015-09"
2015-10-31,79779,"49503","MI","Grand Rapids","Kent","Grand Rapids",1823,109900,0.00457038391224863,0.0175925925925926,0.0516746411483254,0.0423876245723693,0.000822636097664642,"2006-02","2006-Q1",111100,-0.0108010801080108,"2005-12"
2015-10-31,85932,"63114","MO","St. Louis","Saint Louis","Overland",1824,70400,0.00427960057061341,0.0173410404624277,0.0460624071322437,-0.02548612121595,-0.025340036633604,"2007-07","2007-Q3",106700,-0.34020618556701,"2001-06"
2015-10-31,99518,"98033","WA","Seattle","King","Kirkland",1825,661800,0.00623384521818458,0.0184672206832872,0.0975124378109453,0.0760677223832187,0.0305961965951898,"2015-10","2015-Q4",661800,0,"2015-10"
2015-10-31,72236,"32810","FL","Orlando","Orange","Lockhart",1826,127400,0.0103092783505155,0.0349309504467912,0.0751054852320675,0.0715009935835549,-0.0309140553291281,"2006-11","2006-Q4",198200,-0.357214934409687,"2004-10"
2015-10-31,78962,"48089","MI","Detroit","Macomb","Warren",1827,51600,0.00389105058365759,0.036144578313253,0.0772442588726514,0.0210319912862209,-0.0573076081234646,"2005-08","2005-Q3",93600,-0.448717948717949,
2015-10-31,78920,"48038","MI","Detroit","Macomb","Clinton Township",1828,174300,0.00172413793103448,0.00809716599190283,0.038117927337701,0.0682410508615543,-0.0103955449003575,"2005-06","2005-Q2",195700,-0.109351047521717,"2001-05"
2015-10-31,99638,"98225","WA","Bellingham","Whatcom","Bellingham",1829,300200,0.0107744107744108,0.0305526948163405,0.0592801693719125,0.0331755057722662,0.0127029726796373,"2015-10","2015-Q4",300200,0,"2015-10"
2015-10-31,96134,"90302","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Inglewood",1830,340800,-0.00117233294255569,-0.0107402031930334,0.071024512884978,0.0773586395543859,-0.018459861421231,"2006-10","2006-Q4",471400,-0.277047093763258,"2004-11"
2015-10-31,97704,"94404","CA","San Francisco","San Mateo","Foster City",1831,1250600,0.00570969039002815,0.0248299598459395,0.199041227229147,0.110350374220536,0.0415089011868051,"2015-10","2015-Q4",1250600,0,"2015-10"
2015-10-31,93195,"80003","CO","Denver","Jefferson","Arvada",1832,275800,0.0113678034470114,0.0395778364116095,0.184707903780069,0.0863293633871322,0.0286155671632309,"2015-10","2015-Q4",275800,0,"2015-10"
2015-10-31,72481,"33179","FL","Miami-Fort Lauderdale","Miami-Dade","Ives Estates",1833,116200,0.00780572419774501,0.0246913580246914,0.0449640287769784,0.104166518818094,-0.0408848419446844,"2007-02","2007-Q1",204300,-0.431228585413607,"2004-05"
2015-10-31,96473,"91722","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Covina",1834,413900,-0.000965483948829351,0.00558794946550049,0.0409959758551308,0.0618536278774855,-0.00768609816322741,"2006-09","2006-Q3",487300,-0.150625897804227,"2005-06"
2015-10-31,78947,"48071","MI","Detroit","Oakland","Madison Heights",1835,100400,0.00199600798403194,-0.00099502487562189,0.0854054054054054,0.0901775225066119,-0.0331149633571662,"2006-01","2006-Q1",141200,-0.288951841359773,"1998-06"
2015-10-31,60113,"06053","CT","Hartford","Hartford","New Britain",1836,131400,0,0.00612557427258806,0,-0.0225860713032577,-0.0186380432225228,"2007-07","2007-Q3",171900,-0.235602094240838,"2003-10"
2015-10-31,96366,"91340","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","San Fernando",1837,365000,0.00968188105117566,0.0339943342776204,0.0694403750366247,0.0776785290492925,-0.0220565137396254,"2007-01","2007-Q1",502700,-0.273920827531331,"2004-10"
2015-10-31,66622,"20774","MD","Washington","Prince Georges","Kettering",1838,272000,0.00184162062615101,0.0055452865064695,0.0361904761904762,0.0281049288164565,-0.0195290135023511,"2007-05","2007-Q2",375300,-0.275246469491074,"2005-01"
2015-10-31,67761,"23518","VA","Virginia Beach","Norfolk City","Norfolk",1839,171700,-0.00232423009877978,-0.0120828538550058,-0.0233219567690557,-0.0268199731927826,-0.0159743032678538,"2006-09","2006-Q3",221700,-0.2255299954894,"2005-01"
2015-10-31,96745,"92236","CA","Riverside","Riverside","Coachella",1840,195000,0.015096304008329,0.0483870967741935,0.125216387766878,0.105308289099749,-0.0332290097714218,"2006-05","2006-Q2",308300,-0.367499189101525,"2005-01"
2015-10-31,80189,"50158","IA","Marshalltown","Marshall","Marshalltown",1841,95200,-0.00522466039707419,0.0116896918172157,0.0138445154419595,-0.0186564942747474,,"2009-08","2009-Q3",109600,-0.131386861313869,
2015-10-31,65821,"19154","PA","Philadelphia","Philadelphia","Philadelphia",1842,175400,0.00862564692351926,0.0215492137449039,0.00458190148911798,-0.00746934610289574,-0.00905346730010115,"2007-08","2007-Q3",202900,-0.135534746180384,"2005-04"
2015-10-31,58495,"01810","MA","Boston","Essex","Town of Andover",1843,562700,0.00553967119370979,0.011141060197664,0.0169889752394723,0.0265505802811363,0.00161366081272885,"2015-10","2015-Q4",562700,0,"2015-10"
2015-10-31,96355,"91325","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",1844,590000,-0.00421940928270042,-0.0094022834116857,0.0132234243517087,0.0607142218130416,-0.0133688478250903,"2006-08","2006-Q3",700900,-0.158225139106863,"2005-02"
2015-10-31,96006,"90025","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",1845,801200,0.0016252031503938,0.0104679026358936,0.0727004953809078,0.0468706754937851,0.00481822167284807,"2015-10","2015-Q4",801200,0,"2015-10"
2015-10-31,99538,"98056","WA","Seattle","King","Renton",1846,399100,0.00630358043368633,0.0243839835728953,0.129315223542728,0.0646314417609795,0.0170265663345803,"2007-09","2007-Q3",403500,-0.01090458488228,"2006-12"
2015-10-31,62081,"11369","NY","New York","Queens","New York",1847,541300,0.00744463056020845,0.0199736197475033,0.0906709651420512,0.0536132568329286,0.0141164790985986,"2007-04","2007-Q2",586400,-0.0769099590723056,"2006-07"
2015-10-31,98039,"95205","CA","Stockton","San Joaquin","Stockton",1848,130900,0.016304347826087,0.0818181818181818,0.232580037664783,0.139615918397778,-0.0671094454025014,"2006-06","2006-Q2",273000,-0.520512820512821,"2003-03"
2015-10-31,58674,"02184","MA","Boston","Norfolk","Braintree",1849,398100,0.0124618514750763,0.0405122843700993,0.069873689868315,0.0386759822858367,0.000655458999284875,"2015-10","2015-Q4",398100,0,"2015-10"
2015-10-31,97091,"93012","CA","Ventura","Ventura","Camarillo",1850,539100,0.00391061452513967,0.0156367746797287,0.0512870514820593,0.0505970907894973,-0.0131819785225838,"2006-05","2006-Q2",637200,-0.153954802259887,"2004-07"
2015-10-31,93369,"80401","CO","Denver","Jefferson","Golden",1851,436400,0.00506678949792722,0.0179612782831817,0.114117947408731,0.0638800937012967,0.0327757325044362,"2015-10","2015-Q4",436400,0,"2015-10"
2015-10-31,79053,"48195","MI","Detroit","Wayne","Southgate",1852,91600,0.00992282249173098,0.0385487528344671,0.0943847072879331,0.0478798600429529,-0.0393853567997962,"2004-08","2004-Q3",139200,-0.341954022988506,"1997-10"
2015-10-31,98543,"96003","CA","Redding","Shasta","Redding",1853,235400,-0.00169635284139101,-0.0125838926174497,0.0103004291845494,0.0301604734776022,-0.0250573080596441,"2006-03","2006-Q1",318300,-0.260446120012567,"2004-06"
2015-10-31,74490,"37814","TN","Morristown","Hamblen","Morristown",1854,110600,0.00454132606721163,0.0165441176470588,0.0231267345050879,0.0114112204053183,0.0128945367147462,"2014-03","2014-Q1",110700,-0.000903342366757001,"2014-03"
2015-10-31,58649,"02135","MA","Boston","Suffolk","Boston",1855,344300,0.00731421884142774,0.0228758169934641,0.0992975734355045,0.0603142147910518,0.0191895346740065,"2015-10","2015-Q4",344300,0,"2015-10"
2015-10-31,97966,"95070","CA","San Jose","Santa Clara","Saratoga",1856,2329600,0.00310024112986566,0.0188497703914279,0.126607989167231,0.0895369918676831,0.0374698158834779,"2015-10","2015-Q4",2329600,0,"2015-10"
2015-10-31,88485,"70122","LA","New Orleans","Orleans","New Orleans",1857,157300,-0.0106918238993711,-0.0254027261462206,0.0314754098360656,0.0622574889899603,0.0221921400469112,"2013-11","2013-Q4",165100,-0.047244094488189,"2013-03"
2015-10-31,96496,"91754","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Monterey Park",1858,566100,0.00945078459343795,0.0298344551573586,0.0483333333333333,0.0462779674895819,0.00810467497377965,"2015-10","2015-Q4",566100,0,"2015-10"
2015-10-31,94739,"85023","AZ","Phoenix","Maricopa","Phoenix",1859,204000,0.0109018830525273,0.0308236483072259,0.0805084745762712,0.09977079550301,-0.018227257986529,"2006-03","2006-Q1",258800,-0.211746522411128,"2005-05"
2015-10-31,75573,"40219","KY","Louisville/Jefferson County","Jefferson","Louisville",1860,118400,0.00254022015241321,0.0145672664952871,0.0268863833477884,0.0142738718044988,0.00647472309255548,"2015-10","2015-Q4",118400,0,"2015-10"
